officers	-1,FRAME,ARG1	_	NOUN
who	2,FRAME,R-ARG0	_	PRON
were	1,VERB,aux	V.03	AUX
secretly	1,FRAME,ARGM-MNR	_	ADV
working	-1,NOUN,acl:relcl	V.01	VERB
for	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
other	1,FRAME,ARGM-ADJ	_	ADJ
side	-1,FRAME,ARG2	V.01	NOUN
in	1,PROPN,case	_	ADP
Vietnam	-2,FRAME,ARGM-LOC	_	PROPN
.	-2,VERB,punct	_	PUNCT

Al	-1,ROOT,root	_	PROPN
-	-1,PROPN,punct	_	PUNCT
Zaman	-1,PROPN,flat	_	PROPN
:	-2,PROPN,punct	_	PUNCT
Guerrillas	1,FRAME,ARG0	_	NOUN
killed	-2,PROPN,parataxis	V.01	VERB
a	1,NOUN,det	_	DET
member	-1,FRAME,ARG1	_	NOUN
of	3,PROPN,case	_	ADP
the	3,PROPN,det	_	DET
Kurdistan	2,PROPN,compound	_	PROPN
Democratic	1,PROPN,compound	_	PROPN
Party	-1,NOUN,nmod	_	PROPN
after	1,VERB,mark	_	SCONJ
kidnapping	-1,FRAME,ARGM-TMP	V.01	VERB
him	-1,FRAME,ARG1	_	PRON
in	1,PROPN,case	_	ADP
Mosul	-1,FRAME,ARGM-LOC	_	PROPN
.	-6,PROPN,punct	_	PUNCT

The	2,NOUN,det	_	DET
police	1,NOUN,compound	_	NOUN
commander	1,FRAME,ARG0	_	NOUN
of	2,PROPN,case	_	ADP
Ninevah	1,PROPN,compound	_	PROPN
Province	-1,NOUN,nmod	_	PROPN
announced	-1,ROOT,root	V.01	VERB
that	1,VERB,mark	_	SCONJ
bombings	2,FRAME,ARG1	V.01	NOUN
had	1,VERB,aux	V.01	AUX
declined	-3,FRAME,ARG1	V.01	VERB
80	1,NOUN,nummod	_	NUM
percent	-1,FRAME,ARG2	_	NOUN
in	1,PROPN,case	_	ADP
Mosul	-1,FRAME,ARGM-LOC	_	PROPN
,	-1,VERB,punct	_	PUNCT
whereas	1,VERB,mark	_	SCONJ
there	1,VERB,expl	_	PRON
had	1,VERB,aux	V.01	AUX
been	-2,FRAME,ARGM-ADV	V.02	VERB
a	1,NOUN,det	_	DET
big	1,FRAME,ARG2	_	ADJ
jump	-1,FRAME,ARG1	V.01	NOUN
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
number	-1,FRAME,ARG1	_	NOUN
of	1,NOUN,case	_	ADP
kidnappings	-1,NOUN,nmod	_	NOUN
.	-3,VERB,punct	_	PUNCT

On	1,PROPN,case	_	ADP
Wednesday	2,FRAME,ARGM-TMP	_	PROPN
guerrillas	2,FRAME,ARG0	_	NOUN
had	1,VERB,aux	V.01	AUX
kidnapped	-1,ROOT,root	V.01	VERB
a	1,NOUN,det	_	DET
cosmetic	1,NOUN,amod	_	ADJ
surgeon	-1,FRAME,ARG1	_	NOUN
and	1,NOUN,cc	_	CCONJ
his	1,NOUN,nmod:poss	_	PRON
wife	-1,NOUN,conj	_	NOUN
while	1,NOUN,mark	_	SCONJ
they	1,FRAME,ARG1	_	PRON
were	1,NOUN,cop	V.01	AUX
on	1,NOUN,case	_	ADP
their	1,FRAME,ARG0	_	PRON
way	-2,FRAME,ARGM-TMP	V.01	NOUN
home	-1,FRAME,ARG1	_	ADV
.	-1,VERB,punct	_	PUNCT

In	1,PROPN,case	_	ADP
Suwayrah	2,FRAME,ARGM-LOC	_	PROPN
,	-1,PROPN,punct	_	PUNCT
Kut	1,PROPN,compound	_	PROPN
Province	-2,PROPN,appos	_	PROPN
,	1,VERB,punct	_	PUNCT
two	2,NOUN,nummod	_	NUM
car	1,NOUN,compound	_	NOUN
bombs	2,FRAME,ARG1	_	NOUN
were	1,VERB,aux:pass	V.03	AUX
discovered	-1,ROOT,root	V.01	VERB
before	1,VERB,mark	_	SCONJ
they	2,FRAME,ARG1	_	PRON
could	2,FRAME,ARGM-MOD	_	AUX
be	1,VERB,aux:pass	V.03	AUX
detonated	-2,FRAME,ARGM-TMP	V.01	VERB
.	-2,VERB,punct	_	PUNCT

(	2,PROPN,punct	_	PUNCT
Kut	1,FRAME,ARG1	_	PROPN
is	1,PROPN,cop	V.01	AUX
in	1,PROPN,case	_	ADP
southeastern	1,PROPN,amod	_	ADJ
Iraq	-1,FRAME,ARG2	_	PROPN
and	1,VERB,cc	_	CCONJ
has	-1,PROPN,conj	V.03	VERB
an	1,NOUN,det	_	DET
overwhelmingly	1,ADJ,advmod	_	ADV
Shiite	1,FRAME,ARG2	_	ADJ
population	-1,FRAME,ARG1	V.01	NOUN
,	-1,NOUN,punct	_	PUNCT
who	1,FRAME,R-ARG1	_	PRON
are	1,NOUN,cop	V.01	AUX
on	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
lookout	-2,FRAME,ARGM-ADJ	_	NOUN
for	1,NOUN,case	_	ADP
Baathist	1,NOUN,compound	_	PROPN
saboteurs	-1,NOUN,nmod	_	NOUN
and	1,VERB,cc	_	CCONJ
willingly	1,FRAME,ARGM-MNR	_	ADV
turn	-2,NOUN,conj	V.06	VERB
them	-1,FRAME,ARG1	_	PRON
in	-1,FRAME,C-V	_	ADP
.	-2,PROPN,punct	_	PUNCT

This	1,NOUN,det	_	DET
willingness	1,FRAME,ARG1	_	NOUN
is	1,NOUN,cop	V.01	AUX
the	1,NOUN,det	_	DET
main	1,FRAME,ARGM-ADJ	_	ADJ
difference	-1,FRAME,ARG2	V.02	NOUN
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
number	-1,FRAME,ARG3	_	NOUN
of	1,NOUN,case	_	ADP
bombings	-1,NOUN,nmod	V.01	NOUN
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
south	-1,FRAME,ARGM-LOC	_	NOUN
as	2,NOUN,case	_	SCONJ
opposed	-1,SCONJ,fixed	V.01	VERB
to	-1,FRAME,ARG1	_	ADP
the	2,NOUN,det	_	DET
center	1,NOUN,compound	_	NOUN
-	1,NOUN,punct	_	PUNCT
north	-4,FRAME,ARGM-ADV	_	NOUN
of	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
country	-1,NOUN,nmod	_	NOUN
.	-7,NOUN,punct	_	PUNCT
)	-7,NOUN,punct	_	PUNCT

In	1,PROPN,case	_	ADP
Baghdad	2,FRAME,ARGM-LOC	_	PROPN
Kadhim	2,FRAME,ARG1	_	PROPN
Talal	-1,PROPN,flat	_	PROPN
Husain	-2,PROPN,flat	_	PROPN
,	-3,PROPN,punct	_	PUNCT
assistant	1,NOUN,amod	_	ADJ
dean	-3,PROPN,appos	_	NOUN
at	1,PROPN,case	_	ADP
the	1,PROPN,det	_	DET
School	-1,NOUN,nmod	_	PROPN
of	1,PROPN,case	_	ADP
Education	-1,PROPN,nmod	_	PROPN
at	2,PROPN,case	_	ADP
Mustansiriyah	1,PROPN,compound	_	PROPN
University	-3,PROPN,nmod	_	PROPN
,	1,VERB,punct	_	PUNCT
was	1,VERB,aux:pass	V.03	AUX
assassinated	-1,ROOT,root	V.01	VERB
with	1,NOUN,case	_	ADP
his	1,NOUN,nmod:poss	_	PRON
driver	-1,FRAME,ARGM-COM	_	NOUN
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
Salikh	1,NOUN,compound	_	PROPN
district	-1,FRAME,ARGM-LOC	_	NOUN
.	-1,VERB,punct	_	PUNCT

Guerrillas	1,FRAME,ARG0	_	NOUN
killed	-1,ROOT,root	V.01	VERB
an	1,NOUN,det	_	DET
engineer	-1,FRAME,ARG1	_	NOUN
,	-1,NOUN,punct	_	PUNCT
Asi	-1,NOUN,appos	_	PROPN
Ali	-1,PROPN,flat	_	PROPN
,	-1,NOUN,punct	_	PUNCT
from	1,PROPN,case	_	ADP
Tikrit	-1,NOUN,nmod	_	PROPN
.	-1,VERB,punct	_	PUNCT

They	1,FRAME,ARG0	_	PRON
also	1,FRAME,ARGM-DIS	_	ADV
killed	-1,ROOT,root	V.01	VERB
Shaikh	-1,FRAME,ARG1	_	PROPN
Hamid	-1,PROPN,flat	_	PROPN
'Akkab	-2,PROPN,flat	_	PROPN
,	-3,PROPN,punct	_	PUNCT
a	2,NOUN,det	_	DET
clan	1,NOUN,compound	_	NOUN
elder	-3,PROPN,appos	_	NOUN
of	1,NOUN,case	_	ADP
a	1,NOUN,det	_	DET
branch	-1,NOUN,nmod	_	NOUN
of	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
Dulaim	1,NOUN,compound	_	PROPN
tribe	-1,NOUN,nmod	_	NOUN
in	1,PROPN,case	_	ADP
Tikrit	-1,FRAME,ARGM-LOC	_	PROPN
.	-1,VERB,punct	_	PUNCT

His	1,NOUN,nmod:poss	_	PRON
mother	2,FRAME,ARG1	_	NOUN
was	1,VERB,aux:pass	V.03	AUX
also	1,FRAME,ARGM-DIS	_	ADV
killed	-1,ROOT,root	V.01	VERB
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
attack	-1,FRAME,ARGM-CAU	V.01	NOUN
.	-1,VERB,punct	_	PUNCT

Two	1,NOUN,nummod	_	NUM
other	1,NOUN,amod	_	ADJ
Dulaim	1,NOUN,compound	_	PROPN
leaders	3,FRAME,ARG1	_	NOUN
have	1,VERB,aux	V.01	AUX
been	1,VERB,aux:pass	V.03	AUX
killed	-1,ROOT,root	V.01	VERB
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
past	1,NOUN,amod	_	ADJ
week	-1,FRAME,ARGM-TMP	_	NOUN
and	1,NOUN,cc	_	CCONJ
a	1,NOUN,det	_	DET
half	-1,NOUN,nummod	_	NOUN
.	-1,VERB,punct	_	PUNCT

Guerrillas	1,FRAME,ARG0	_	NOUN
near	1,PROPN,case	_	ADP
Hawijah	-1,NOUN,nmod	_	PROPN
launched	-1,ROOT,root	V.01	VERB
an	1,NOUN,det	_	DET
attack	-1,FRAME,ARG1	V.01	NOUN
that	1,FRAME,R-ARG0	_	PRON
left	-1,FRAME,ARGM-ADJ	V.13	VERB
6	-1,FRAME,ARG1	_	NUM
dead	-1,FRAME,ARG1	_	ADJ
,	-1,VERB,punct	_	PUNCT
including	1,NOUN,case	_	VERB
4	1,NOUN,nummod	_	NUM
Iraqi	1,NOUN,amod	_	ADJ
soldiers	-1,FRAME,ARGM-ADV	_	NOUN
.	-3,VERB,punct	_	PUNCT

One	1,FRAME,ARG1	_	NUM
of	1,PRON,case	_	ADP
them	-1,NUM,nmod	_	PRON
was	1,PROPN,cop	V.01	AUX
from	1,PROPN,case	_	ADP
the	1,PROPN,det	_	DET
Jubur	-1,FRAME,ARG2	_	PROPN
tribe	-1,PROPN,flat	_	NOUN
and	2,NOUN,cc	_	CCONJ
was	2,NOUN,cop	V.01	AUX
deputy	1,NOUN,compound	_	NOUN
commander	-1,FRAME,ARG2	_	NOUN
of	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
Hawijah	1,NOUN,compound	_	PROPN
garrison	-1,NOUN,nmod	_	NOUN
.	-2,PROPN,punct	_	PUNCT

Two	1,NUM,compound	_	NUM
hundred	1,NOUN,nummod	_	NUM
members	1,FRAME,ARG0	_	NOUN
of	1,PROPN,case	_	ADP
the	1,PROPN,det	_	DET
Batawi	-1,NOUN,nmod	_	PROPN
clan	-1,PROPN,flat	_	NOUN
of	1,PROPN,case	_	ADP
the	1,PROPN,det	_	DET
Dulaim	-1,PROPN,nmod	_	PROPN
demonstrated	-1,ROOT,root	V.01	VERB
in	1,PROPN,case	_	ADP
Baghdad	-1,FRAME,ARGM-LOC	_	PROPN
on	1,PROPN,case	_	ADP
Friday	-1,FRAME,ARGM-TMP	_	PROPN
,	-1,VERB,punct	_	PUNCT
protesting	-1,FRAME,ARG1	V.01	VERB
the	1,NOUN,det	_	DET
killing	-1,FRAME,ARG1	V.01	NOUN
of	2,NOUN,case	_	ADP
their	2,NOUN,nmod:poss	_	PRON
clan	1,NOUN,compound	_	NOUN
elder	-1,FRAME,ARG1	_	NOUN
,	-1,NOUN,punct	_	PUNCT
Shaikh	-1,NOUN,appos	_	PROPN
Kadhim	-1,PROPN,flat	_	PROPN
Sarhid	-2,PROPN,flat	_	PROPN
and	1,NUM,cc	_	CCONJ
4	-1,NOUN,conj	_	NUM
of	1,NOUN,case	_	ADP
his	1,NOUN,nmod:poss	_	PRON
sons	-1,NUM,nmod	_	NOUN
,	-4,NOUN,punct	_	PUNCT
by	1,NOUN,case	_	ADP
gunmen	-1,FRAME,ARG0	_	NOUN
wearing	-1,NOUN,acl	V.01	VERB
Iraqi	2,NOUN,amod	_	ADJ
army	1,NOUN,compound	_	NOUN
uniforms	-1,FRAME,ARG1	_	NOUN
.	-3,VERB,punct	_	PUNCT

(	1,NOUN,punct	_	PUNCT
This	1,FRAME,ARG1	_	PRON
is	1,NOUN,cop	V.01	AUX
a	1,NOUN,det	_	DET
largely	1,NOUN,advmod	_	ADV
Sunni	1,NOUN,amod	_	ADJ
Arab	1,NOUN,amod	_	ADJ
clan	-1,FRAME,ARG2	_	NOUN
,	1,VERB,punct	_	PUNCT
and	1,VERB,cc	_	CCONJ
some	1,NOUN,det	_	DET
Sunni	1,NOUN,amod	_	ADJ
observers	2,FRAME,ARG0	_	NOUN
have	1,VERB,aux	V.01	AUX
accused	-2,NOUN,conj	V.01	VERB
Shiite	1,NOUN,amod	_	ADJ
elements	-1,FRAME,ARG1	_	NOUN
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
government	-1,NOUN,nmod	_	NOUN
of	1,NOUN,mark	_	SCONJ
being	1,NOUN,cop	V.01	AUX
behind	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
assassination	-2,FRAME,ARG2	V.01	NOUN
;	-5,NOUN,punct	_	PUNCT
it	1,FRAME,ARG1	_	PRON
is	1,NOUN,cop	V.01	AUX
more	1,ADV,advmod	_	ADV
likely	-1,FRAME,ARGM-ADV	_	ADV
the	1,NOUN,det	_	DET
work	-1,FRAME,ARG2	V.01	NOUN
of	1,NOUN,case	_	ADP
Sunni	1,NOUN,amod	_	ADJ
Arab	1,NOUN,amod	_	ADJ
guerrillas	-1,FRAME,ARG0	_	NOUN
punishing	-1,NOUN,acl	V.01	VERB
the	1,PROPN,det	_	DET
Batawi	-1,FRAME,ARG1	_	PROPN
leaders	-1,PROPN,flat	_	NOUN
for	1,VERB,mark	_	SCONJ
cooperating	-1,PROPN,acl	V.01	VERB
with	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
Dec.	1,FRAME,ARGM-TMP	_	PROPN
15	-1,PROPN,nummod	_	NUM
elections	-1,FRAME,ARG2	V.01	NOUN
.	-9,NOUN,punct	_	PUNCT
)	-9,NOUN,punct	_	PUNCT

Al	-1,ROOT,root	_	PROPN
-	-1,PROPN,punct	_	PUNCT
Zaman	-1,PROPN,flat	_	PROPN
:	-2,PROPN,punct	_	PUNCT
The	3,PROPN,det	_	DET
Iraqi	3,PROPN,amod	_	ADJ
High	2,PROPN,compound	_	PROPN
Electoral	1,PROPN,compound	_	PROPN
Commission	1,FRAME,ARG0	_	PROPN
on	1,PROPN,case	_	ADP
Friday	1,FRAME,ARGM-TMP	_	PROPN
denied	-6,PROPN,parataxis	V.01	VERB
a	1,NOUN,det	_	DET
request	-1,FRAME,ARG1	V.01	NOUN
of	2,PROPN,case	_	ADP
the	2,PROPN,det	_	DET
Debaathification	1,PROPN,compound	_	PROPN
Commission	-1,FRAME,ARG0	_	PROPN
to	1,VERB,mark	_	PART
exclude	-1,FRAME,ARG1	V.01	VERB
51	1,NOUN,nummod	_	NUM
individuals	-1,FRAME,ARG1	_	NOUN
from	1,VERB,mark	_	SCONJ
running	-1,FRAME,ARG2	V.02	VERB
on	2,NOUN,case	_	ADP
party	1,NOUN,compound	_	NOUN
lists	-1,FRAME,ARG1	_	NOUN
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
Dec.	1,FRAME,ARGM-TMP	_	PROPN
15	-1,PROPN,nummod	_	NUM
elections	-1,NOUN,nmod	V.01	NOUN
on	1,NOUN,case	_	ADP
grounds	-2,FRAME,ARGM-CAU	_	NOUN
of	1,ADJ,mark	_	SCONJ
having	1,ADJ,aux	V.01	AUX
been	1,ADJ,cop	V.01	AUX
sufficiently	-1,FRAME,ARGM-ADV	_	ADV
involved	-1,FRAME,ARG2	V.01	ADJ
in	1,NOUN,case	_	ADP
Baath	1,NOUN,compound	_	PROPN
activities	-1,FRAME,ARG2	_	NOUN
to	1,VERB,mark	_	PART
warrant	-2,FRAME,ARG2	V.01	VERB
their	2,FRAME,ARG1	_	PRON
being	1,VERB,aux:pass	V.03	AUX
excluded	-2,FRAME,ARG1	V.01	VERB
from	1,NOUN,case	_	ADP
civil	1,NOUN,amod	_	ADJ
office	-1,FRAME,ARG2	_	NOUN
.	-10,PROPN,punct	_	PUNCT

The	1,NOUN,det	_	DET
Commission	1,FRAME,ARG0	_	NOUN
said	-1,ROOT,root	V.01	VERB
it	1,FRAME,ARG0	_	PRON
had	-1,FRAME,ARG1	V.03	VERB
no	1,NOUN,det	_	DET
legal	1,NOUN,amod	_	ADJ
grounds	-1,FRAME,ARG1	_	NOUN
for	1,NOUN,case	_	ADP
such	1,NOUN,det:predet	_	DET
an	1,NOUN,det	_	DET
exclusion	-1,NOUN,nmod	V.01	NOUN
.	-2,VERB,punct	_	PUNCT

This	1,NOUN,det	_	DET
item	1,FRAME,ARG1	_	NOUN
is	1,NOUN,cop	V.01	AUX
a	1,NOUN,det	_	DET
small	1,NOUN,amod	_	ADJ
one	-1,FRAME,ARG2	_	NOUN
and	1,VERB,cc	_	CCONJ
easily	1,FRAME,ARGM-MNR	_	ADV
missed	-1,NOUN,conj	V.02	VERB
.	-1,NOUN,punct	_	PUNCT

But	2,FRAME,ARGM-DIS	_	CCONJ
in	1,NOUN,case	_	ADP
my	1,FRAME,ARG0	_	PRON
view	1,FRAME,ARGM-ADV	V.02	NOUN
it	1,FRAME,ARG1	_	PRON
is	1,ADJ,cop	V.01	AUX
highly	1,FRAME,ARGM-EXT	_	ADV
significant	-1,FRAME,ARG2	V.02	ADJ
.	-1,ADJ,punct	_	PUNCT

The	2,PROPN,det	_	DET
Debaathification	1,PROPN,compound	_	PROPN
Commission	3,FRAME,ARG1	_	PROPN
had	1,VERB,aux	V.01	AUX
been	1,VERB,aux:pass	V.03	AUX
pushed	-1,ROOT,root	V.01	VERB
by	1,PROPN,case	_	ADP
Ahmad	-1,FRAME,ARG0	_	PROPN
Chalabi	-1,PROPN,flat	_	PROPN
and	3,PROPN,cc	_	CCONJ
his	3,PROPN,nmod:poss	_	PRON
Iraqi	2,PROPN,compound	_	PROPN
National	1,PROPN,compound	_	PROPN
Congress	-4,PROPN,conj	_	PROPN
very	1,ADV,advmod	_	ADV
hard	-1,FRAME,ARGM-MNR	_	ADV
,	1,VERB,punct	_	PUNCT
and	1,VERB,cc	_	CCONJ
had	1,VERB,aux	V.01	AUX
pushed	-1,VERB,conj	V.01	VERB
many	1,PROPN,amod	_	ADJ
Sunni	1,PROPN,amod	_	ADJ
Arabs	-1,FRAME,ARG1	_	PROPN
into	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
arms	-1,FRAME,ARG2	_	NOUN
of	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
guerrillas	-1,NOUN,nmod	_	NOUN
.	-2,VERB,punct	_	PUNCT

Chalabi	3,FRAME,ARG1	_	PROPN
has	1,VERB,aux	V.01	AUX
been	1,VERB,aux:pass	V.03	AUX
